Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Wickets_Taken,Overs_Bowled,Runs_Conceded,Opponent_Team,Pitch_Type,Weather
Kusal mendis,Batsman,Batsman,45,52,86.53846154,0,0,0,Australia,Balanced,Dry
Kusal mendis,Batsman,Batsman,40,43,93.02325581,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,70,79,88.60759494,0,0,0,Australia,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,37,40,92.5,0,0,0,South Africa,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,42,49,85.71428571,0,0,0,Australia,Balanced,Hot
Kusal mendis,Batsman,Batsman,35,39,89.74358974,0,0,0,Pakistan,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,13,14,92.85714286,0,0,0,Australia,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,43,51,84.31372549,0,0,0,England,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,37,43,86.04651163,0,0,0,Bangladesh,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,18,20,90,0,0,0,England,Balanced,Hot
Kusal mendis,Batsman,Batsman,29,34,85.29411765,0,0,0,Bangladesh,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,29,33,87.87878788,0,0,0,South Africa,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,36,39,92.30769231,0,0,0,South Africa,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,46,51,90.19607843,0,0,0,South Africa,Balanced,Humid
Kusal mendis,Batsman,Batsman,37,41,90.24390244,0,0,0,England,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,36,41,87.80487805,0,0,0,Bangladesh,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,30,32,93.75,0,0,0,Pakistan,Balanced,Humid
Kusal mendis,Batsman,Batsman,24,26,92.30769231,0,0,0,India,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,15,17,88.23529412,0,0,0,Australia,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,46,49,93.87755102,0,0,0,England,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,31,33,93.93939394,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,14,15,93.33333333,0,0,0,Bangladesh,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,11,12,91.66666667,0,0,0,Pakistan,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,27,29,93.10344828,0,0,0,India,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,37,41,90.24390244,0,0,0,Pakistan,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,26,28,92.85714286,0,0,0,Bangladesh,Balanced,Humid
Kusal mendis,Batsman,Batsman,25,28,89.28571429,0,0,0,Bangladesh,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,13,15,86.66666667,0,0,0,Australia,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,30,34,88.23529412,0,0,0,England,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,15,17,88.23529412,0,0,0,Australia,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,55,64,85.9375,0,0,0,Bangladesh,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,55,64,85.9375,0,0,0,Pakistan,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,56,66,84.84848485,0,0,0,India,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,26,29,89.65517241,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,26,29,89.65517241,0,0,0,England,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,35,40,87.5,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,63,68,92.64705882,0,0,0,England,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,25,26,96.15384615,0,0,0,South Africa,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,41,48,85.41666667,0,0,0,South Africa,Balanced,Humid
Kusal mendis,Batsman,Batsman,57,65,87.69230769,0,0,0,India,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,32,38,84.21052632,0,0,0,Pakistan,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,44,52,84.61538462,0,0,0,England,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,7,7,100,0,0,0,England,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,21,25,84,0,0,0,Bangladesh,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,24,26,92.30769231,0,0,0,England,Balanced,Humid
Kusal mendis,Batsman,Batsman,37,40,92.5,0,0,0,England,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,29,34,85.29411765,0,0,0,South Africa,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,35,38,92.10526316,0,0,0,India,Balanced,Hot
Kusal mendis,Batsman,Batsman,29,33,87.87878788,0,0,0,Bangladesh,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,16,18,88.88888889,0,0,0,India,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,27,30,90,0,0,0,England,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,30,32,93.75,0,0,0,England,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,13,14,92.85714286,0,0,0,India,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,36,40,90,0,0,0,South Africa,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,37,41,90.24390244,0,0,0,Pakistan,Balanced,Humid
Kusal mendis,Batsman,Batsman,39,42,92.85714286,0,0,0,Pakistan,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,31,35,88.57142857,0,0,0,Australia,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,12,14,85.71428571,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,50,56,89.28571429,0,0,0,Bangladesh,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,81,91,89.01098901,0,0,0,Bangladesh,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,40,46,86.95652174,0,0,0,India,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,20,22,90.90909091,0,0,0,England,Balanced,Humid
Kusal mendis,Batsman,Batsman,26,30,86.66666667,0,0,0,India,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,15,16,93.75,0,0,0,England,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,75,88,85.22727273,0,0,0,England,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,36,42,85.71428571,0,0,0,India,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,27,30,90,0,0,0,Pakistan,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,28,30,93.33333333,0,0,0,India,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,22,25,88,0,0,0,Pakistan,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,17,18,94.44444444,0,0,0,Australia,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,19,20,95,0,0,0,England,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,29,31,93.5483871,0,0,0,South Africa,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,59,69,85.50724638,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,9,10,90,0,0,0,South Africa,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,25,28,89.28571429,0,0,0,Bangladesh,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,37,41,90.24390244,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,49,52,94.23076923,0,0,0,Australia,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,41,45,91.11111111,0,0,0,Pakistan,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,30,34,88.23529412,0,0,0,Australia,Balanced,Hot
Kusal mendis,Batsman,Batsman,26,28,92.85714286,0,0,0,England,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,30,32,93.75,0,0,0,England,Balanced,Humid
Kusal mendis,Batsman,Batsman,22,25,88,0,0,0,India,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,28,32,87.5,0,0,0,England,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,2,2,100,0,0,0,Australia,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,5,5,100,0,0,0,Bangladesh,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,34,37,91.89189189,0,0,0,Australia,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,46,53,86.79245283,0,0,0,India,Balanced,Humid
Kusal mendis,Batsman,Batsman,27,29,93.10344828,0,0,0,Pakistan,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,57,65,87.69230769,0,0,0,England,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,20,22,90.90909091,0,0,0,South Africa,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,50,58,86.20689655,0,0,0,England,Balanced,Humid
Kusal mendis,Batsman,Batsman,36,40,90,0,0,0,Australia,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,2,2,100,0,0,0,Pakistan,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,46,52,88.46153846,0,0,0,South Africa,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,17,19,89.47368421,0,0,0,South Africa,Balanced,Dry
Kusal mendis,Batsman,Batsman,23,27,85.18518519,0,0,0,Australia,Balanced,Humid
Kusal mendis,Batsman,Batsman,67,80,83.75,0,0,0,India,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,2,2,100,0,0,0,Pakistan,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,8,9,88.88888889,0,0,0,South Africa,Balanced,Hot
Kusal mendis,Batsman,Batsman,26,28,92.85714286,0,0,0,Bangladesh,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,32,34,94.11764706,0,0,0,Bangladesh,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,1,1,100,0,0,0,South Africa,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,37,42,88.0952381,0,0,0,South Africa,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,16,18,88.88888889,0,0,0,Pakistan,Balanced,Humid
Kusal mendis,Batsman,Batsman,33,37,89.18918919,0,0,0,Australia,Balanced,Humid
Kusal mendis,Batsman,Batsman,35,37,94.59459459,0,0,0,Bangladesh,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,42,46,91.30434783,0,0,0,Bangladesh,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,9,10,90,0,0,0,Pakistan,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,19,21,90.47619048,0,0,0,Bangladesh,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,19,20,95,0,0,0,Australia,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,18,21,85.71428571,0,0,0,Bangladesh,Balanced,Dry
Kusal mendis,Batsman,Batsman,69,78,88.46153846,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,13,14,92.85714286,0,0,0,South Africa,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,18,21,85.71428571,0,0,0,India,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,83,93,89.24731183,0,0,0,Australia,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,58,64,90.625,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,71,84,84.52380952,0,0,0,South Africa,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,11,12,91.66666667,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,32,38,84.21052632,0,0,0,Australia,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,21,24,87.5,0,0,0,India,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,38,41,92.68292683,0,0,0,England,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,44,49,89.79591837,0,0,0,England,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,25,28,89.28571429,0,0,0,Bangladesh,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,22,25,88,0,0,0,Bangladesh,Balanced,Dry
Kusal mendis,Batsman,Batsman,25,27,92.59259259,0,0,0,Pakistan,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,27,30,90,0,0,0,Australia,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,44,50,88,0,0,0,South Africa,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,43,46,93.47826087,0,0,0,Pakistan,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,35,38,92.10526316,0,0,0,Pakistan,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,22,24,91.66666667,0,0,0,Pakistan,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,29,34,85.29411765,0,0,0,South Africa,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,25,29,86.20689655,0,0,0,England,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,42,45,93.33333333,0,0,0,Australia,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,35,38,92.10526316,0,0,0,Australia,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,27,29,93.10344828,0,0,0,South Africa,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,32,37,86.48648649,0,0,0,England,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,27,30,90,0,0,0,Australia,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,18,21,85.71428571,0,0,0,Bangladesh,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,42,48,87.5,0,0,0,Australia,Balanced,Humid
Kusal mendis,Batsman,Batsman,55,60,91.66666667,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,51,56,91.07142857,0,0,0,Australia,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,0,1,0,0,0,0,Bangladesh,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,27,31,87.09677419,0,0,0,Australia,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,39,42,92.85714286,0,0,0,Bangladesh,Balanced,Humid
Kusal mendis,Batsman,Batsman,34,39,87.17948718,0,0,0,South Africa,Balanced,Dry
Kusal mendis,Batsman,Batsman,20,23,86.95652174,0,0,0,Bangladesh,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,17,20,85,0,0,0,Australia,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,40,44,90.90909091,0,0,0,Australia,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,21,22,95.45454545,0,0,0,India,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,57,63,90.47619048,0,0,0,Australia,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,15,17,88.23529412,0,0,0,England,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,47,52,90.38461538,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,19,21,90.47619048,0,0,0,Pakistan,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,32,36,88.88888889,0,0,0,India,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,41,45,91.11111111,0,0,0,South Africa,Balanced,Hot
Kusal mendis,Batsman,Batsman,12,14,85.71428571,0,0,0,Pakistan,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,60,64,93.75,0,0,0,Bangladesh,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,43,49,87.75510204,0,0,0,England,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,63,74,85.13513514,0,0,0,Australia,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,39,44,88.63636364,0,0,0,Australia,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,54,59,91.52542373,0,0,0,England,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,51,57,89.47368421,0,0,0,England,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,41,48,85.41666667,0,0,0,England,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,63,70,90,0,0,0,South Africa,Balanced,Dry
Kusal mendis,Batsman,Batsman,19,20,95,0,0,0,India,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,29,34,85.29411765,0,0,0,South Africa,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,0,1,0,0,0,0,Pakistan,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,51,58,87.93103448,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,32,34,94.11764706,0,0,0,England,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,33,37,89.18918919,0,0,0,South Africa,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,26,30,86.66666667,0,0,0,England,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,32,35,91.42857143,0,0,0,Pakistan,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,20,22,90.90909091,0,0,0,Australia,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,44,52,84.61538462,0,0,0,Bangladesh,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,31,35,88.57142857,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,8,9,88.88888889,0,0,0,England,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,31,34,91.17647059,0,0,0,Bangladesh,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,26,28,92.85714286,0,0,0,Bangladesh,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,42,48,87.5,0,0,0,Bangladesh,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,22,23,95.65217391,0,0,0,India,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,42,48,87.5,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,51,60,85,0,0,0,Bangladesh,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,26,28,92.85714286,0,0,0,South Africa,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,45,52,86.53846154,0,0,0,India,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,49,55,89.09090909,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,35,40,87.5,0,0,0,England,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,27,29,93.10344828,0,0,0,Bangladesh,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,42,45,93.33333333,0,0,0,Bangladesh,Balanced,Humid
Kusal mendis,Batsman,Batsman,66,75,88,0,0,0,South Africa,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,13,15,86.66666667,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,20,23,86.95652174,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,29,32,90.625,0,0,0,Bangladesh,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,25,27,92.59259259,0,0,0,Bangladesh,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,21,22,95.45454545,0,0,0,South Africa,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,41,46,89.13043478,0,0,0,Bangladesh,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,37,40,92.5,0,0,0,England,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,6,6,100,0,0,0,India,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,48,56,85.71428571,0,0,0,South Africa,Balanced,Humid
Kusal mendis,Batsman,Batsman,22,24,91.66666667,0,0,0,Australia,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,32,37,86.48648649,0,0,0,Bangladesh,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,52,59,88.13559322,0,0,0,Australia,Balanced,Humid
Kusal mendis,Batsman,Batsman,19,21,90.47619048,0,0,0,England,Balanced,Hot
Kusal mendis,Batsman,Batsman,17,19,89.47368421,0,0,0,Australia,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,43,49,87.75510204,0,0,0,South Africa,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,49,54,90.74074074,0,0,0,Pakistan,Balanced,Hot
Kusal mendis,Batsman,Batsman,62,69,89.85507246,0,0,0,Bangladesh,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,9,9,100,0,0,0,England,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,49,58,84.48275862,0,0,0,England,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,38,43,88.37209302,0,0,0,India,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,60,69,86.95652174,0,0,0,India,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,57,67,85.07462687,0,0,0,England,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,29,33,87.87878788,0,0,0,India,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,27,29,93.10344828,0,0,0,Pakistan,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,37,41,90.24390244,0,0,0,Bangladesh,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,55,62,88.70967742,0,0,0,Bangladesh,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,29,34,85.29411765,0,0,0,England,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,20,22,90.90909091,0,0,0,South Africa,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,62,73,84.93150685,0,0,0,Bangladesh,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,50,55,90.90909091,0,0,0,Pakistan,Balanced,Humid
Kusal mendis,Batsman,Batsman,26,28,92.85714286,0,0,0,Bangladesh,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,38,45,84.44444444,0,0,0,England,Balanced,Humid
Kusal mendis,Batsman,Batsman,31,33,93.93939394,0,0,0,Pakistan,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,44,51,86.2745098,0,0,0,England,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,10,11,90.90909091,0,0,0,South Africa,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,46,49,93.87755102,0,0,0,India,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,36,39,92.30769231,0,0,0,Australia,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,3,3,100,0,0,0,Australia,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,64,73,87.67123288,0,0,0,Pakistan,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,62,70,88.57142857,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,35,39,89.74358974,0,0,0,Bangladesh,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,31,34,91.17647059,0,0,0,England,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,43,48,89.58333333,0,0,0,Bangladesh,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,53,57,92.98245614,0,0,0,India,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,26,29,89.65517241,0,0,0,Australia,Balanced,Hot
Kusal mendis,Batsman,Batsman,27,29,93.10344828,0,0,0,England,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,51,58,87.93103448,0,0,0,India,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,29,32,90.625,0,0,0,Pakistan,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,61,71,85.91549296,0,0,0,Pakistan,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,34,38,89.47368421,0,0,0,Bangladesh,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,39,46,84.7826087,0,0,0,India,Balanced,Humid
Kusal mendis,Batsman,Batsman,44,51,86.2745098,0,0,0,Bangladesh,Balanced,Dry
Kusal mendis,Batsman,Batsman,17,18,94.44444444,0,0,0,South Africa,Balanced,Humid
Kusal mendis,Batsman,Batsman,31,36,86.11111111,0,0,0,Australia,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,35,41,85.36585366,0,0,0,Bangladesh,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,45,50,90,0,0,0,Australia,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,50,57,87.71929825,0,0,0,Bangladesh,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,15,16,93.75,0,0,0,India,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,44,47,93.61702128,0,0,0,South Africa,Spin Friendly,Humid
Kusal mendis,Batsman,Batsman,46,51,90.19607843,0,0,0,Australia,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,29,32,90.625,0,0,0,Bangladesh,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,19,22,86.36363636,0,0,0,England,Balanced,Dry
Kusal mendis,Batsman,Batsman,25,28,89.28571429,0,0,0,India,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,34,39,87.17948718,0,0,0,South Africa,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,40,44,90.90909091,0,0,0,Bangladesh,Balanced,Humid
Kusal mendis,Batsman,Batsman,32,35,91.42857143,0,0,0,England,Batting Friendly,Dry
Kusal mendis,Batsman,Batsman,49,55,89.09090909,0,0,0,Pakistan,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,74,84,88.0952381,0,0,0,Australia,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,65,77,84.41558442,0,0,0,Bangladesh,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,36,40,90,0,0,0,Australia,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,30,36,83.33333333,0,0,0,England,Balanced,Hot
Kusal mendis,Batsman,Batsman,34,37,91.89189189,0,0,0,England,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,24,26,92.30769231,0,0,0,South Africa,Spin Friendly,Dry
Kusal mendis,Batsman,Batsman,40,43,93.02325581,0,0,0,Bangladesh,Batting Friendly,Humid
Kusal mendis,Batsman,Batsman,41,48,85.41666667,0,0,0,South Africa,Balanced,Dry
Kusal mendis,Batsman,Batsman,17,20,85,0,0,0,Australia,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,38,44,86.36363636,0,0,0,England,Batting Friendly,Hot
Kusal mendis,Batsman,Batsman,34,40,85,0,0,0,India,Bowling Friendly,Humid
Kusal mendis,Batsman,Batsman,29,32,90.625,0,0,0,England,Bowling Friendly,Cloudy
Kusal mendis,Batsman,Batsman,44,50,88,0,0,0,South Africa,Bowling Friendly,Dry
Kusal mendis,Batsman,Batsman,17,20,85,0,0,0,Pakistan,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,37,43,86.04651163,0,0,0,India,Balanced,Humid
Kusal mendis,Batsman,Batsman,19,20,95,0,0,0,South Africa,Spin Friendly,Hot
Kusal mendis,Batsman,Batsman,23,26,88.46153846,0,0,0,Pakistan,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,37,39,94.87179487,0,0,0,England,Balanced,Hot
Kusal mendis,Batsman,Batsman,24,27,88.88888889,0,0,0,Bangladesh,Balanced,Cloudy
Kusal mendis,Batsman,Batsman,25,29,86.20689655,0,0,0,South Africa,Batting Friendly,Cloudy
Kusal mendis,Batsman,Batsman,34,36,94.44444444,0,0,0,India,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,36,42,85.71428571,0,0,0,England,Bowling Friendly,Hot
Kusal mendis,Batsman,Batsman,29,33,87.87878788,0,0,0,Pakistan,Spin Friendly,Cloudy
Kusal mendis,Batsman,Batsman,17,19,89.47368421,0,0,0,India,Bowling Friendly,Hot
